t(s),x(m),v(m/s)
5.699,0.211,0.729
5.7,0.212,0.73
5.701,0.212,0.731
5.702,0.213,0.733
5.703,0.214,0.734
5.704,0.215,0.735
5.705,0.215,0.737
5.706,0.216,0.738
5.707,0.217,0.739
5.708,0.218,0.74
5.709,0.218,0.742
5.71,0.219,0.743
5.711,0.22,0.744
5.712,0.221,0.745
5.713,0.221,0.747
5.714,0.222,0.748
5.715,0.223,0.749
5.716,0.224,0.75
5.717,0.224,0.752
5.718,0.225,0.753
5.719,0.226,0.754
5.72,0.227,0.755
5.721,0.227,0.757
5.722,0.228,0.758
5.723,0.229,0.759
5.724,0.23,0.76
5.725,0.23,0.762
5.726,0.231,0.763
5.727,0.232,0.764
5.728,0.233,0.765
5.729,0.233,0.767
5.73,0.234,0.768
5.731,0.235,0.769
5.732,0.236,0.771
5.733,0.237,0.772
5.734,0.237,0.773
5.735,0.238,0.774
5.736,0.239,0.776
5.737,0.24,0.777
5.738,0.24,0.778
5.739,0.241,0.779
5.74,0.242,0.781
5.741,0.243,0.782
5.742,0.244,0.783
5.743,0.244,0.784
5.744,0.245,0.786
5.745,0.246,0.787
5.746,0.247,0.788
5.747,0.247,0.789
5.748,0.248,0.791
5.749,0.249,0.792
5.75,0.25,0.793
5.751,0.251,0.794
5.752,0.251,0.796
5.753,0.252,0.797
5.754,0.253,0.798
5.755,0.254,0.799
5.756,0.255,0.801
5.757,0.255,0.802
5.758,0.256,0.803
5.759,0.257,0.805
5.76,0.258,0.806
5.761,0.259,0.807
5.762,0.259,0.808
5.763,0.26,0.81
5.764,0.261,0.811
5.765,0.262,0.812
5.766,0.263,0.813
5.767,0.264,0.815
5.768,0.264,0.816
5.769,0.265,0.817
5.77,0.266,0.818
5.771,0.267,0.82
5.772,0.268,0.821
5.773,0.268,0.822
5.774,0.269,0.823
5.775,0.27,0.825
5.776,0.271,0.826
5.777,0.272,0.827
5.778,0.273,0.828
5.779,0.273,0.83
5.78,0.274,0.831
5.781,0.275,0.832
5.782,0.276,0.833
5.783,0.277,0.835
5.784,0.278,0.836
5.785,0.278,0.837
5.786,0.279,0.839
5.787,0.28,0.84
5.788,0.281,0.841
5.789,0.282,0.842
5.79,0.283,0.844
5.791,0.283,0.845
5.792,0.284,0.846
5.793,0.285,0.847
5.794,0.286,0.849
5.795,0.287,0.85
5.796,0.288,0.851
5.797,0.289,0.852
5.798,0.289,0.854
5.799,0.29,0.855
5.8,0.291,0.856
5.801,0.292,0.857
5.802,0.293,0.859
5.803,0.294,0.86
5.804,0.295,0.861
5.805,0.295,0.862
5.806,0.296,0.864
5.807,0.297,0.865
5.808,0.298,0.866
5.809,0.299,0.867
5.81,0.3,0.869
5.811,0.301,0.87
5.812,0.301,0.871
5.813,0.302,0.873
5.814,0.303,0.874
5.815,0.304,0.875
5.816,0.305,0.876
5.817,0.306,0.878
5.818,0.307,0.879
5.819,0.308,0.88
5.82,0.308,0.881
5.821,0.309,0.883
5.822,0.31,0.884
5.823,0.311,0.885
5.824,0.312,0.886
5.825,0.313,0.888
5.826,0.314,0.889
5.827,0.315,0.89
5.828,0.316,0.891
5.829,0.316,0.893
5.83,0.317,0.894
5.831,0.318,0.895
5.832,0.319,0.896
5.833,0.32,0.898
5.834,0.321,0.899
5.835,0.322,0.9
5.836,0.323,0.901
5.837,0.324,0.903
5.838,0.325,0.904
5.839,0.325,0.905
5.84,0.326,0.907
5.841,0.327,0.908
5.842,0.328,0.909
5.843,0.329,0.91
5.844,0.33,0.912
5.845,0.331,0.913
5.846,0.332,0.914
5.847,0.333,0.915
5.848,0.334,0.917
5.849,0.335,0.918
5.85,0.335,0.919
5.851,0.336,0.92
5.852,0.337,0.922
5.853,0.338,0.923
5.854,0.339,0.924
5.855,0.34,0.925
5.856,0.341,0.927
5.857,0.342,0.928
5.858,0.343,0.929
5.859,0.344,0.93
5.86,0.345,0.932
5.861,0.346,0.933
5.862,0.347,0.934
5.863,0.348,0.935
5.864,0.348,0.937
5.865,0.349,0.938
5.866,0.35,0.939
5.867,0.351,0.94
5.868,0.352,0.942
5.869,0.353,0.943
5.87,0.354,0.944
5.871,0.355,0.946
5.872,0.356,0.947
5.873,0.357,0.948
5.874,0.358,0.949
5.875,0.359,0.951
5.876,0.36,0.952
5.877,0.361,0.953
5.878,0.362,0.954
5.879,0.363,0.956
5.88,0.364,0.957
5.881,0.365,0.958
5.882,0.366,0.959
5.883,0.366,0.961
5.884,0.367,0.962
5.885,0.368,0.963
5.886,0.369,0.964
5.887,0.37,0.966
5.888,0.371,0.967
5.889,0.372,0.968
5.89,0.373,0.969
5.891,0.374,0.971
5.892,0.375,0.972
5.893,0.376,0.973
5.894,0.377,0.974
5.895,0.378,0.976
5.896,0.379,0.977
5.897,0.38,0.978
5.898,0.381,0.98
5.899,0.382,0.981
5.9,0.383,0.982
5.901,0.384,0.983
5.902,0.385,0.985
5.903,0.386,0.986
5.904,0.387,0.987
5.905,0.388,0.988
5.906,0.389,0.99
5.907,0.39,0.991
5.908,0.391,0.992
5.909,0.392,0.993
5.91,0.393,0.995
5.911,0.394,0.996
5.912,0.395,0.997
5.913,0.396,0.998
5.914,0.397,1.0
5.915,0.398,1.001
5.916,0.399,1.002
5.917,0.4,1.003
5.918,0.401,1.005
5.919,0.402,1.006
5.92,0.403,1.007
5.921,0.404,1.008
5.922,0.405,1.01
5.923,0.406,1.011
5.924,0.407,1.012
5.925,0.408,1.014
5.926,0.409,1.015
5.927,0.41,1.016
5.928,0.411,1.017
5.929,0.412,1.019
5.93,0.413,1.02
5.931,0.414,1.021
5.932,0.415,1.022
5.933,0.416,1.024
5.934,0.417,1.025
5.935,0.418,1.026
5.936,0.419,1.027
5.937,0.42,1.029
5.938,0.421,1.03
5.939,0.422,1.031
5.94,0.423,1.032
5.941,0.424,1.034
5.942,0.425,1.035
5.943,0.426,1.036
5.944,0.427,1.037
5.945,0.428,1.039
5.946,0.43,1.04
5.947,0.431,1.041
5.948,0.432,1.042
5.949,0.433,1.044
5.95,0.434,1.045
5.951,0.435,1.046
5.952,0.436,1.048
5.953,0.437,1.049
5.954,0.438,1.05
5.955,0.439,1.051
5.956,0.44,1.053
5.957,0.441,1.054
5.958,0.442,1.055
5.959,0.443,1.056
5.96,0.444,1.058
5.961,0.445,1.059
5.962,0.446,1.06
5.963,0.447,1.061
5.964,0.448,1.063
5.965,0.449,1.064
5.966,0.451,1.065
5.967,0.452,1.066
5.968,0.453,1.068
5.969,0.454,1.069
5.97,0.455,1.07
5.971,0.456,1.071
5.972,0.457,1.073
5.973,0.458,1.074
5.974,0.459,1.075
5.975,0.46,1.076
5.976,0.461,1.078
5.977,0.462,1.079
5.978,0.463,1.08
5.979,0.465,1.082
5.98,0.466,1.083
5.981,0.467,1.084
5.982,0.468,1.085
5.983,0.469,1.087
5.984,0.47,1.088
5.985,0.471,1.089
5.986,0.472,1.09
5.987,0.473,1.092
5.988,0.474,1.093
5.989,0.475,1.094
5.99,0.476,1.095
5.991,0.478,1.097
5.992,0.479,1.098
5.993,0.48,1.099
5.994,0.481,1.1
5.995,0.482,1.102
5.996,0.483,1.103
5.997,0.484,1.104
5.998,0.485,1.105
5.999,0.486,1.107
6.0,0.487,1.108
6.001,0.489,1.109
6.002,0.49,1.11
6.003,0.491,1.112
6.004,0.492,1.113
6.005,0.493,1.114
6.006,0.494,1.116
6.007,0.495,1.117
6.008,0.496,1.118
6.009,0.498,1.119
6.01,0.499,1.121
6.011,0.5,1.122
6.012,0.501,1.123
6.013,0.502,1.124
6.014,0.503,1.126
6.015,0.504,1.127
6.016,0.505,1.128
6.017,0.507,1.129
6.018,0.508,1.131
6.019,0.509,1.132
6.02,0.51,1.133
6.021,0.511,1.134
6.022,0.512,1.136
6.023,0.513,1.137
6.024,0.514,1.138
6.025,0.516,1.139
6.026,0.517,1.141
6.027,0.518,1.142
6.028,0.519,1.143
6.029,0.52,1.144
6.03,0.521,1.146
6.031,0.522,1.147
6.032,0.524,1.148
6.033,0.525,1.149
6.034,0.526,1.151
6.035,0.527,1.152
6.036,0.528,1.153
6.037,0.529,1.155
6.038,0.531,1.156
6.039,0.532,1.157
6.04,0.533,1.158
6.041,0.534,1.16
6.042,0.535,1.161
6.043,0.536,1.162
6.044,0.537,1.163
6.045,0.539,1.165
6.046,0.54,1.166
6.047,0.541,1.167
6.048,0.542,1.168
6.049,0.543,1.17
6.05,0.544,1.171
6.051,0.546,1.172
6.052,0.547,1.173
6.053,0.548,1.175
6.054,0.549,1.176
6.055,0.55,1.177
6.056,0.552,1.178
6.057,0.553,1.18
6.058,0.554,1.181
6.059,0.555,1.182
6.06,0.556,1.183
6.061,0.557,1.185
6.062,0.559,1.186
6.063,0.56,1.187
6.064,0.561,1.189
6.065,0.562,1.19
6.066,0.563,1.191
6.067,0.565,1.192
6.068,0.566,1.194
6.069,0.567,1.195
6.07,0.568,1.196
6.071,0.569,1.197
6.072,0.571,1.199
6.073,0.572,1.2
6.074,0.573,1.201
6.075,0.574,1.202
6.076,0.575,1.204
6.077,0.577,1.205
6.078,0.578,1.206
6.079,0.579,1.207
6.08,0.58,1.209
6.081,0.581,1.21
6.082,0.583,1.211
6.083,0.584,1.212
6.084,0.585,1.214
6.085,0.586,1.215
6.086,0.587,1.216
6.087,0.589,1.217
6.088,0.59,1.219
6.089,0.591,1.22
6.09,0.592,1.221
6.091,0.594,1.223
6.092,0.595,1.224
6.093,0.596,1.225
6.094,0.597,1.226
6.095,0.598,1.228
6.096,0.6,1.229
6.097,0.601,1.23
6.098,0.602,1.231
6.099,0.603,1.233
6.1,0.605,1.234
6.101,0.606,1.235
6.102,0.607,1.236
6.103,0.608,1.238
6.104,0.61,1.239
6.105,0.611,1.24
6.106,0.612,1.241
6.107,0.613,1.243
6.108,0.614,1.244
6.109,0.616,1.245
6.11,0.617,1.246
6.111,0.618,1.248
6.112,0.619,1.249
6.113,0.621,1.25
6.114,0.622,1.251
6.115,0.623,1.253
6.116,0.624,1.254
6.117,0.626,1.255
6.118,0.627,1.257
6.119,0.628,1.258
6.12,0.63,1.259
6.121,0.631,1.26
6.122,0.632,1.262
6.123,0.633,1.263
6.124,0.635,1.264
6.125,0.636,1.265
6.126,0.637,1.267
6.127,0.638,1.268
6.128,0.64,1.269
6.129,0.641,1.27
6.13,0.642,1.272
6.131,0.643,1.273
6.132,0.645,1.274
6.133,0.646,1.275
6.134,0.647,1.277
6.135,0.649,1.278
6.136,0.65,1.279
6.137,0.651,1.28
6.138,0.652,1.282
6.139,0.654,1.283
6.14,0.655,1.284
6.141,0.656,1.285
6.142,0.658,1.287
6.143,0.659,1.288
6.144,0.66,1.289
6.145,0.661,1.291
6.146,0.663,1.292
6.147,0.664,1.293
6.148,0.665,1.294
6.149,0.667,1.296
6.15,0.668,1.297
6.151,0.669,1.298
6.152,0.67,1.299
6.153,0.672,1.301
6.154,0.673,1.302
6.155,0.674,1.303
6.156,0.676,1.304
6.157,0.677,1.306
6.158,0.678,1.307
6.159,0.68,1.308
6.16,0.681,1.309
6.161,0.682,1.311
6.162,0.684,1.312
6.163,0.685,1.313
6.164,0.686,1.314
6.165,0.687,1.316
6.166,0.689,1.317
6.167,0.69,1.318
6.168,0.691,1.319
6.169,0.693,1.321
6.17,0.694,1.322
6.171,0.695,1.323
6.172,0.697,1.325
6.173,0.698,1.326
6.174,0.699,1.327
6.175,0.701,1.328
6.176,0.702,1.33
6.177,0.703,1.331
6.178,0.705,1.332
6.179,0.706,1.333
6.18,0.707,1.335
6.181,0.709,1.336
6.182,0.71,1.337
6.183,0.711,1.338
6.184,0.713,1.34
6.185,0.714,1.341
6.186,0.715,1.342
6.187,0.717,1.343
6.188,0.718,1.345
6.189,0.719,1.346
6.19,0.721,1.347
6.191,0.722,1.348
6.192,0.723,1.35
6.193,0.725,1.351
6.194,0.726,1.352
6.195,0.727,1.353
6.196,0.729,1.355
6.197,0.73,1.356
6.198,0.732,1.357
6.199,0.733,1.358
6.2,0.734,1.36
6.201,0.736,1.361
6.202,0.737,1.362
6.203,0.738,1.364
6.204,0.74,1.365
6.205,0.741,1.366
6.206,0.742,1.367
6.207,0.744,1.369
6.208,0.745,1.37
6.209,0.747,1.371
6.21,0.748,1.372
6.211,0.749,1.374
6.212,0.751,1.375
6.213,0.752,1.376
6.214,0.753,1.377
6.215,0.755,1.379
6.216,0.756,1.38
6.217,0.758,1.381
6.218,0.759,1.382
6.219,0.76,1.384
6.22,0.762,1.385
6.221,0.763,1.386
6.222,0.764,1.387
6.223,0.766,1.389
6.224,0.767,1.39
6.225,0.769,1.391
6.226,0.77,1.392
6.227,0.771,1.394
6.228,0.773,1.395
6.229,0.774,1.396
6.23,0.776,1.398
6.231,0.777,1.399
6.232,0.778,1.4
6.233,0.78,1.401
6.234,0.781,1.403
6.235,0.783,1.404
6.236,0.784,1.405
6.237,0.785,1.406
6.238,0.787,1.408
6.239,0.788,1.409
6.24,0.79,1.41
6.241,0.791,1.411
6.242,0.792,1.413
6.243,0.794,1.414
6.244,0.795,1.415
6.245,0.797,1.416
6.246,0.798,1.418
6.247,0.8,1.419
6.248,0.801,1.42
6.249,0.802,1.421
6.25,0.804,1.423
6.251,0.805,1.424
6.252,0.807,1.425
6.253,0.808,1.426
6.254,0.81,1.428
6.255,0.811,1.429
6.256,0.812,1.43
6.257,0.814,1.432
6.258,0.815,1.433
6.259,0.817,1.434
6.26,0.818,1.435
6.261,0.82,1.437
6.262,0.821,1.438
6.263,0.822,1.439
6.264,0.824,1.44
6.265,0.825,1.442
6.266,0.827,1.443
6.267,0.828,1.444
6.268,0.83,1.445
6.269,0.831,1.447
6.27,0.833,1.448
6.271,0.834,1.449
6.272,0.835,1.45
6.273,0.837,1.452
6.274,0.838,1.453
6.275,0.84,1.454
6.276,0.841,1.455
6.277,0.843,1.457
6.278,0.844,1.458
6.279,0.846,1.459
6.28,0.847,1.46
6.281,0.849,1.462
6.282,0.85,1.463
6.283,0.851,1.464
6.284,0.853,1.466
6.285,0.854,1.467
6.286,0.856,1.468
6.287,0.857,1.469
6.288,0.0,0.01
6.289,0.0,0.02
6.29,0.0,0.029
6.291,0.0,0.039
6.292,0.0,0.049
6.293,0.0,0.059
6.294,0.0,0.069
6.295,0.0,0.078
6.296,0.0,0.088
6.297,0.0,0.098
6.298,0.001,0.108
6.299,0.001,0.118
6.3,0.001,0.128
6.301,0.001,0.137
6.302,0.001,0.147
6.303,0.001,0.157
6.304,0.001,0.167
6.305,0.002,0.177
6.306,0.002,0.186
6.307,0.002,0.196
6.308,0.002,0.206
6.309,0.002,0.216
6.31,0.003,0.226
6.311,0.003,0.235
6.312,0.003,0.245
6.313,0.003,0.255
6.314,0.004,0.265
6.315,0.004,0.275
6.316,0.004,0.284
6.317,0.004,0.294
6.318,0.005,0.304
6.319,0.005,0.314
6.32,0.005,0.324
6.321,0.006,0.334
6.322,0.006,0.343
6.323,0.006,0.353
6.324,0.007,0.363
6.325,0.007,0.373
6.326,0.007,0.383
6.327,0.008,0.392
6.328,0.008,0.402
6.329,0.009,0.412
6.33,0.009,0.422
6.331,0.009,0.432
6.332,0.01,0.441
6.333,0.01,0.451
6.334,0.011,0.461
6.335,0.011,0.471
6.336,0.012,0.481
6.337,0.012,0.491
6.338,0.013,0.5
6.339,0.013,0.51
6.34,0.014,0.52
6.341,0.014,0.53
6.342,0.015,0.54
6.343,0.015,0.549
6.344,0.016,0.559
6.345,0.017,0.569
6.346,0.017,0.579
6.347,0.018,0.589
6.348,0.018,0.598
6.349,0.019,0.608
6.35,0.019,0.618
6.351,0.02,0.628
6.352,0.021,0.638
6.353,0.021,0.647
6.354,0.022,0.657
6.355,0.023,0.667
6.356,0.023,0.677
6.357,0.024,0.687
6.358,0.025,0.697
6.359,0.025,0.706
6.36,0.026,0.716
6.361,0.027,0.726
6.362,0.028,0.736
6.363,0.028,0.746
6.364,0.029,0.755
6.365,0.03,0.765
6.366,0.031,0.775
6.367,0.031,0.785
6.368,0.032,0.795
6.369,0.033,0.804
6.37,0.034,0.814
6.371,0.035,0.824
6.372,0.035,0.834
6.373,0.036,0.844
6.374,0.037,0.853
6.375,0.038,0.863
6.376,0.039,0.873
6.377,0.04,0.883
6.378,0.041,0.893
6.379,0.042,0.903
6.38,0.042,0.912
6.381,0.043,0.922
6.382,0.044,0.932
6.383,0.045,0.942
6.384,0.046,0.952
6.385,0.047,0.961
6.386,0.048,0.971
6.387,0.049,0.981
6.388,0.05,0.991
6.389,0.0,0.0
6.39,0.0,0.0
6.391,0.0,0.0
6.392,0.0,0.0
6.393,0.0,0.001
6.394,0.0,0.001
6.395,0.0,0.001
6.396,0.0,0.001
6.397,0.0,0.001
6.398,0.0,0.001
6.399,0.0,0.001
6.4,0.0,0.001
6.401,0.0,0.002
6.402,0.0,0.002
6.403,0.0,0.002
6.404,0.0,0.002
6.405,0.0,0.002
6.406,0.0,0.002
6.407,0.0,0.002
6.408,0.0,0.002
6.409,0.0,0.003
6.41,0.0,0.003
6.411,0.0,0.003
6.412,0.0,0.003
6.413,0.0,0.003
6.414,0.0,0.003
6.415,0.0,0.003
6.416,0.0,0.003
6.417,0.0,0.004
6.418,0.0,0.004
6.419,0.0,0.004
6.42,0.0,0.004
6.421,0.0,0.004
6.422,0.0,0.004
6.423,0.0,0.004
6.424,0.0,0.004
6.425,0.0,0.004
6.426,0.0,0.005
6.427,0.0,0.005
6.428,0.0,0.005
6.429,0.0,0.005
6.43,0.0,0.005
6.431,0.0,0.005
6.432,0.0,0.005
6.433,0.0,0.005
6.434,0.0,0.006
6.435,0.0,0.006
6.436,0.0,0.006
6.437,0.0,0.006
6.438,0.0,0.006
6.439,0.0,0.006
6.44,0.0,0.006
6.441,0.0,0.006
6.442,0.0,0.007
6.443,0.0,0.007
6.444,0.0,0.007
6.445,0.0,0.007
6.446,0.0,0.007
6.447,0.0,0.007
6.448,0.0,0.007
6.449,0.0,0.007
6.45,0.0,0.008
6.451,0.0,0.008
6.452,0.0,0.008
6.453,0.0,0.008
6.454,0.0,0.008
6.455,0.0,0.008
6.456,0.0,0.008
6.457,0.0,0.008
6.458,0.0,0.008
6.459,0.0,0.009
6.46,0.0,0.009
6.461,0.0,0.009
6.462,0.0,0.009
6.463,0.0,0.009
6.464,0.0,0.009
6.465,0.0,0.009
6.466,0.0,0.009
6.467,0.0,0.01
6.468,0.0,0.01
6.469,0.0,0.01
6.47,0.0,0.01
6.471,0.0,0.01
6.472,0.0,0.01
6.473,0.0,0.01
6.474,0.0,0.01
6.475,0.0,0.011
6.476,0.0,0.011
6.477,0.0,0.011
6.478,0.0,0.011
6.479,0.001,0.011
6.48,0.001,0.011
6.481,0.001,0.011
6.482,0.001,0.011
6.483,0.001,0.012
6.484,0.001,0.012
6.485,0.001,0.012
6.486,0.001,0.012
6.487,0.001,0.012
6.488,0.001,0.012
6.489,0.001,0.012
6.49,0.001,0.012
6.491,0.001,0.012
6.492,0.001,0.013
6.493,0.001,0.013
6.494,0.001,0.013
6.495,0.001,0.013
6.496,0.001,0.013
6.497,0.001,0.013
6.498,0.001,0.013
6.499,0.001,0.013
6.5,0.001,0.014
6.501,0.001,0.014
6.502,0.001,0.014
6.503,0.001,0.014
6.504,0.001,0.014
6.505,0.001,0.014
6.506,0.001,0.014
6.507,0.001,0.014
6.508,0.001,0.015
6.509,0.001,0.015
6.51,0.001,0.015
6.511,0.001,0.015
6.512,0.001,0.015
6.513,0.001,0.015
6.514,0.001,0.015
6.515,0.001,0.015
6.516,0.001,0.016
6.517,0.001,0.016
6.518,0.001,0.016
6.519,0.001,0.016
6.52,0.001,0.016
6.521,0.001,0.016
6.522,0.001,0.016
6.523,0.001,0.016
6.524,0.001,0.016
6.525,0.001,0.017
6.526,0.001,0.017
6.527,0.001,0.017
6.528,0.001,0.017
6.529,0.001,0.017
6.53,0.001,0.017
6.531,0.001,0.017
6.532,0.001,0.017
6.533,0.001,0.018
6.534,0.001,0.018
6.535,0.001,0.018
6.536,0.001,0.018
6.537,0.001,0.018
6.538,0.001,0.018
6.539,0.001,0.018
6.54,0.001,0.018
6.541,0.001,0.019
6.542,0.001,0.019
6.543,0.001,0.019
6.544,0.001,0.019
6.545,0.001,0.019
6.546,0.002,0.019
6.547,0.002,0.019
6.548,0.002,0.019
6.549,0.002,0.019
6.55,0.002,0.02
6.551,0.002,0.02
6.552,0.002,0.02
6.553,0.002,0.02
6.554,0.002,0.02
6.555,0.002,0.02
6.556,0.002,0.02
6.557,0.002,0.02
6.558,0.002,0.021
6.559,0.002,0.021
6.56,0.002,0.021
6.561,0.002,0.021
6.562,0.002,0.021
6.563,0.002,0.021
6.564,0.002,0.021
6.565,0.002,0.021
6.566,0.002,0.022
6.567,0.002,0.022
6.568,0.002,0.022
6.569,0.002,0.022
6.57,0.002,0.022
6.571,0.002,0.022
6.572,0.002,0.022
6.573,0.002,0.022
6.574,0.002,0.023
6.575,0.002,0.023
6.576,0.002,0.023
6.577,0.002,0.023
6.578,0.002,0.023
6.579,0.002,0.023
6.58,0.002,0.023
6.581,0.002,0.023
6.582,0.002,0.023
6.583,0.002,0.024
6.584,0.002,0.024
6.585,0.002,0.024
6.586,0.002,0.024
6.587,0.002,0.024
6.588,0.002,0.024
6.589,0.002,0.024
6.59,0.002,0.024
6.591,0.002,0.025
6.592,0.003,0.025
6.593,0.003,0.025
6.594,0.003,0.025
6.595,0.003,0.025
6.596,0.003,0.025
6.597,0.003,0.025
6.598,0.003,0.025
6.599,0.003,0.026
6.6,0.003,0.026
6.601,0.003,0.026
6.602,0.003,0.026
6.603,0.003,0.026
6.604,0.003,0.026
6.605,0.003,0.026
6.606,0.003,0.026
6.607,0.003,0.027
6.608,0.003,0.027
6.609,0.003,0.027
6.61,0.003,0.027
6.611,0.003,0.027
6.612,0.003,0.027
6.613,0.003,0.027
6.614,0.003,0.027
6.615,0.003,0.027
6.616,0.003,0.028
6.617,0.003,0.028
6.618,0.003,0.028
6.619,0.003,0.028
6.62,0.003,0.028
6.621,0.003,0.028
6.622,0.003,0.028
6.623,0.003,0.028
6.624,0.003,0.029
6.625,0.003,0.029
6.626,0.003,0.029
6.627,0.003,0.029
6.628,0.003,0.029
6.629,0.004,0.029
6.63,0.004,0.029
6.631,0.004,0.029
6.632,0.004,0.03
6.633,0.004,0.03
6.634,0.004,0.03
6.635,0.004,0.03
6.636,0.004,0.03
6.637,0.004,0.03
6.638,0.004,0.03
6.639,0.004,0.03
6.64,0.004,0.031
6.641,0.004,0.031
6.642,0.004,0.031
6.643,0.004,0.031
6.644,0.004,0.031
6.645,0.004,0.031
6.646,0.004,0.031
6.647,0.004,0.031
6.648,0.004,0.031
6.649,0.004,0.032
6.65,0.004,0.032
6.651,0.004,0.032
6.652,0.004,0.032
6.653,0.004,0.032
6.654,0.004,0.032
6.655,0.004,0.032
6.656,0.004,0.032
6.657,0.004,0.033
6.658,0.004,0.033
6.659,0.004,0.033
6.66,0.004,0.033
6.661,0.005,0.033
6.662,0.005,0.033
6.663,0.005,0.033
6.664,0.005,0.033
6.665,0.005,0.034
6.666,0.005,0.034
6.667,0.005,0.034
6.668,0.005,0.034
6.669,0.005,0.034
6.67,0.005,0.034
6.671,0.005,0.034
6.672,0.005,0.034
6.673,0.005,0.035
6.674,0.005,0.035
6.675,0.005,0.035
6.676,0.005,0.035
6.677,0.005,0.035
6.678,0.005,0.035
6.679,0.005,0.035
6.68,0.005,0.035
6.681,0.005,0.035
6.682,0.005,0.036
6.683,0.005,0.036
6.684,0.005,0.036
6.685,0.005,0.036
6.686,0.005,0.036
6.687,0.005,0.036
6.688,0.005,0.036
6.689,0.005,0.036
6.69,0.006,0.037
6.691,0.006,0.037
6.692,0.006,0.037
6.693,0.006,0.037
6.694,0.006,0.037
6.695,0.006,0.037
6.696,0.006,0.037
6.697,0.006,0.037
6.698,0.006,0.038
6.699,0.006,0.038
6.7,0.006,0.038
6.701,0.006,0.038
6.702,0.006,0.038
6.703,0.006,0.038
6.704,0.006,0.038
6.705,0.006,0.038
6.706,0.006,0.039
6.707,0.006,0.039
6.708,0.006,0.039
6.709,0.006,0.039
6.71,0.006,0.039
6.711,0.006,0.039
6.712,0.006,0.039
6.713,0.006,0.039
6.714,0.006,0.039
6.715,0.006,0.04
6.716,0.007,0.04
6.717,0.007,0.04
6.718,0.007,0.04
6.719,0.007,0.04
6.72,0.007,0.04
6.721,0.007,0.04
6.722,0.007,0.04
6.723,0.007,0.041
6.724,0.007,0.041
6.725,0.007,0.041
6.726,0.007,0.041
6.727,0.007,0.041
6.728,0.007,0.041
6.729,0.007,0.041
6.73,0.007,0.041
6.731,0.007,0.042
6.732,0.007,0.042
6.733,0.007,0.042
6.734,0.007,0.042
6.735,0.007,0.042
6.736,0.007,0.042
6.737,0.007,0.042
6.738,0.007,0.042
6.739,0.007,0.043
6.74,0.008,0.043
6.741,0.008,0.043
6.742,0.008,0.043
6.743,0.008,0.043
6.744,0.008,0.043
6.745,0.008,0.043
6.746,0.008,0.043
6.747,0.008,0.043
6.748,0.008,0.044
6.749,0.008,0.044
6.75,0.008,0.044
6.751,0.008,0.044
6.752,0.008,0.044
6.753,0.008,0.044
6.754,0.008,0.044
6.755,0.008,0.044
6.756,0.008,0.045
6.757,0.008,0.045
6.758,0.008,0.045
6.759,0.008,0.045
6.76,0.008,0.045
6.761,0.008,0.045
6.762,0.008,0.045
6.763,0.009,0.045
6.764,0.009,0.046
6.765,0.009,0.046
6.766,0.009,0.046
6.767,0.009,0.046
6.768,0.009,0.046
6.769,0.009,0.046
6.77,0.009,0.046
6.771,0.009,0.046
6.772,0.009,0.047
6.773,0.009,0.047
6.774,0.009,0.047
6.775,0.009,0.047
6.776,0.009,0.047
6.777,0.009,0.047
6.778,0.009,0.047
6.779,0.009,0.047
6.78,0.009,0.047
6.781,0.009,0.048
6.782,0.009,0.048
6.783,0.009,0.048
6.784,0.009,0.048
6.785,0.01,0.048
6.786,0.01,0.048
6.787,0.01,0.048
6.788,0.01,0.048
6.789,0.01,0.049
6.79,0.01,0.049
6.791,0.01,0.049
6.792,0.01,0.049
6.793,0.01,0.049
6.794,0.01,0.049
6.795,0.01,0.049
6.796,0.01,0.049
6.797,0.01,0.05
6.798,0.01,0.05
6.799,0.01,0.05
6.8,0.01,0.05
6.801,0.01,0.05
6.802,0.01,0.05
6.803,0.01,0.05
6.804,0.01,0.05
6.805,0.011,0.051
6.806,0.011,0.051
6.807,0.011,0.051
6.808,0.011,0.051
6.809,0.011,0.051
6.81,0.011,0.051
6.811,0.011,0.051
6.812,0.011,0.051
6.813,0.011,0.051
6.814,0.011,0.052
6.815,0.011,0.052
6.816,0.011,0.052
6.817,0.011,0.052
6.818,0.011,0.052
6.819,0.011,0.052
6.82,0.011,0.052
6.821,0.011,0.052
6.822,0.011,0.053
6.823,0.011,0.053
6.824,0.012,0.053
6.825,0.012,0.053
6.826,0.012,0.053
6.827,0.012,0.053
6.828,0.012,0.053
6.829,0.012,0.053
6.83,0.012,0.054
6.831,0.012,0.054
6.832,0.012,0.054
6.833,0.012,0.054
6.834,0.012,0.054
6.835,0.012,0.054
6.836,0.012,0.054
6.837,0.012,0.054
6.838,0.012,0.054
6.839,0.012,0.055
6.84,0.012,0.055
6.841,0.012,0.055
6.842,0.012,0.055
6.843,0.013,0.055
6.844,0.013,0.055
6.845,0.013,0.055
6.846,0.013,0.055
6.847,0.013,0.056
6.848,0.013,0.056
6.849,0.013,0.056
6.85,0.013,0.056
6.851,0.013,0.056
6.852,0.013,0.056
6.853,0.013,0.056
6.854,0.013,0.056
6.855,0.013,0.057
6.856,0.013,0.057
6.857,0.013,0.057
6.858,0.013,0.057
6.859,0.013,0.057
6.86,0.013,0.057
6.861,0.014,0.057
6.862,0.014,0.057
6.863,0.014,0.058
